# RA = 11 04 27.34(166.11392)
# Dec = +38 12 32.40(38.209)
# Redshift = 0.0
# NH = 1.92E20 
# BeppoSAX Spectra (Giommi et al. 2002) (id = 112)
#   frequency \gn (Hz)    Bin   Nufnu (erg cm^-2 s^-1)  Nufnu (erg cm^-2 s^-1)_error    TStart    TStop
# PCCS2F217 (id = 30)
#   frequency \gn (Hz)    Bin   Nufnu (erg cm^-2 s^-1)  Nufnu (erg cm^-2 s^-1)_error    TStart    TStop
2.1700E11     0.0000E00    6.6946E-13   6.3095E-14 0.0   0.0
# PCCS2F100 (id = 29)
#   frequency \gn (Hz)    Bin   Nufnu (erg cm^-2 s^-1)  Nufnu (erg cm^-2 s^-1)_error    TStart    TStop
1.0000E11     0.0000E00    3.8064E-13   5.6158E-14 0.0   0.0
# PCCS2F030 (id = 28)
#   frequency \gn (Hz)    Bin   Nufnu (erg cm^-2 s^-1)  Nufnu (erg cm^-2 s^-1)_error    TStart    TStop
2.8400E10     0.0000E00    1.7740E-13   2.3710E-14 0.0   0.0
# PCCS1F217 (id = 27)
#   frequency \gn (Hz)    Bin   Nufnu (erg cm^-2 s^-1)  Nufnu (erg cm^-2 s^-1)_error    TStart    TStop
2.1700E11     0.0000E00    5.1529E-13   7.2026E-14    55055.5    55527.5
# PCCS1F143 (id = 26)
#   frequency \gn (Hz)    Bin   Nufnu (erg cm^-2 s^-1)  Nufnu (erg cm^-2 s^-1)_error    TStart    TStop
1.4300E11     0.0000E00    3.9628E-13   5.4890E-14    55055.5    55527.5
# PCCS1F100 (id = 25)
#   frequency \gn (Hz)    Bin   Nufnu (erg cm^-2 s^-1)  Nufnu (erg cm^-2 s^-1)_error    TStart    TStop
1.0000E11     0.0000E00    3.2797E-13   6.1651E-14    55055.5    55527.5
# NORTH20CM (flux 80 cm) (id = 24)
#   frequency \gn (Hz)    Bin   Nufnu (erg cm^-2 s^-1)  Nufnu (erg cm^-2 s^-1)_error    TStart    TStop
3.8400E08     0.0000E00    3.0566E-15   0.0000E00 0.0   0.0
# NORTH20CM (flux 6 cm) (id = 23)
#   frequency \gn (Hz)    Bin   Nufnu (erg cm^-2 s^-1)  Nufnu (erg cm^-2 s^-1)_error    TStart    TStop
5.0000E09     0.0000E00    3.5600E-14   0.0000E00 0.0   0.0
# NORTH20CM (flux 20 cm) (id = 22)
#   frequency \gn (Hz)    Bin   Nufnu (erg cm^-2 s^-1)  Nufnu (erg cm^-2 s^-1)_error    TStart    TStop
1.4000E09     0.0000E00    1.1690E-14   0.0000E00 0.0   0.0
# GB6 (id = 21)
#   frequency \gn (Hz)    Bin   Nufnu (erg cm^-2 s^-1)  Nufnu (erg cm^-2 s^-1)_error    TStart    TStop
4.8500E09     0.0000E00    3.5065E-14   3.1040E-15    46735.5    47069.5
# ERCSC217 (id = 20)
#   frequency \gn (Hz)    Bin   Nufnu (erg cm^-2 s^-1)  Nufnu (erg cm^-2 s^-1)_error    TStart    TStop
2.1700E11     0.0000E00    5.4949E-13   9.9370E-14    55055.5    55354.5
# ERCSC100 (id = 19)
#   frequency \gn (Hz)    Bin   Nufnu (erg cm^-2 s^-1)  Nufnu (erg cm^-2 s^-1)_error    TStart    TStop
1.0000E11     0.0000E00    5.2342E-13   6.7266E-14    55055.5    55354.5
# USNO A2.0 (id = 18)
#   frequency \gn (Hz)    Bin   Nufnu (erg cm^-2 s^-1)  Nufnu (erg cm^-2 s^-1)_error    TStart    TStop
4.6880E14     0.0000E00    2.7510E-09   2.6541E-10 0.0   0.0
6.8180E14     0.0000E00    1.2679E-10   1.2232E-11 0.0   0.0
# SDSS7 (id = 17)
#   frequency \gn (Hz)    Bin   Nufnu (erg cm^-2 s^-1)  Nufnu (erg cm^-2 s^-1)_error    TStart    TStop
8.4510E14     0.0000E00    3.7215E-11   1.9602E-13 0.0   0.0
6.2890E14     0.0000E00    6.8689E-11   1.4289E-13 0.0   0.0
4.8150E14     0.0000E00    1.0154E-10   5.6614E-13 0.0   0.0
3.9370E14     0.0000E00    1.0798E-10   5.2580E-13 0.0   0.0
3.2860E14     0.0000E00    1.1632E-10   2.8926E-13 0.0   0.0
8.4510E14     0.0000E00    3.4472E-13   8.5739E-14 0.0   0.0
6.2890E14     0.0000E00    6.0991E-12   3.0326E-14 0.0   0.0
4.8150E14     0.0000E00    4.3543E-12   5.7168E-14 0.0   0.0
3.9370E14     0.0000E00    5.6584E-12   7.0495E-14 0.0   0.0
3.2860E14     0.0000E00    3.4833E-12   4.1647E-14 0.0   0.0
# SDSS13 (id = 16)
#   frequency \gn (Hz)    Bin   Nufnu (erg cm^-2 s^-1)  Nufnu (erg cm^-2 s^-1)_error    TStart    TStop
8.4510E14     0.0000E00    4.3666E-11   1.9054E-13 0.0   0.0
6.2890E14     0.0000E00    8.2883E-11   1.6197E-13 0.0   0.0
4.8150E14     0.0000E00    1.0204E-10   6.4486E-13 0.0   0.0
3.9370E14     0.0000E00    5.0875E-11   4.4948E-13 0.0   0.0
3.2860E14     0.0000E00    1.1352E-10   2.7675E-13 0.0   0.0
# 2MASS (id = 15)
#   frequency \gn (Hz)    Bin   Nufnu (erg cm^-2 s^-1)  Nufnu (erg cm^-2 s^-1)_error    TStart    TStop
2.4290E14     0.0000E00    6.1074E-11   2.0009E-12 0.0   0.0
1.8050E14     0.0000E00    4.3500E-11   2.3447E-12 0.0   0.0
1.3900E14     0.0000E00    3.8306E-11   1.4010E-12 0.0   0.0
# NED (id = 14)
#   frequency \gn (Hz)    Bin   Nufnu (erg cm^-2 s^-1)  Nufnu (erg cm^-2 s^-1)_error    TStart    TStop
3.7500E16     0.0000E00    1.7800E-10   0.0000E00 0.0   0.0
2.9100E15     0.0000E00    9.9000E-11   0.0000E00 0.0   0.0
2.9100E15     0.0000E00    9.9200E-11   0.0000E00 0.0   0.0
2.4700E15     0.0000E00    1.2700E-14   0.0000E00 0.0   0.0
8.3600E14     0.0000E00    8.1400E-11   0.0000E00 0.0   0.0
8.1900E14     0.0000E00    1.1200E-10   0.0000E00 0.0   0.0
8.1900E14     0.0000E00    6.4100E-11   0.0000E00 0.0   0.0
8.1900E14     0.0000E00    6.4100E-11   0.0000E00 0.0   0.0
8.1900E14     0.0000E00    1.3900E-10   0.0000E00 0.0   0.0
7.0200E14     0.0000E00    1.4700E-10   0.0000E00 0.0   0.0
7.0000E14     0.0000E00    3.2100E-11   0.0000E00 0.0   0.0
7.0000E14     0.0000E00    3.2100E-11   0.0000E00 0.0   0.0
6.8100E14     0.0000E00    1.6700E-10   0.0000E00 0.0   0.0
6.8100E14     0.0000E00    1.4400E-10   0.0000E00 0.0   0.0
6.8100E14     0.0000E00    1.3400E-10   0.0000E00 0.0   0.0
6.8100E14     0.0000E00    1.1500E-10   0.0000E00 0.0   0.0
6.8100E14     0.0000E00    1.3900E-10   0.0000E00 0.0   0.0
6.8100E14     0.0000E00    1.6200E-10   0.0000E00 0.0   0.0
6.4100E14     0.0000E00    1.3300E-10   0.0000E00 0.0   0.0
6.1700E14     0.0000E00    7.9900E-11   0.0000E00 0.0   0.0
5.4800E14     0.0000E00    1.4200E-10   0.0000E00 0.0   0.0
5.4200E14     0.0000E00    1.2500E-10   0.0000E00 0.0   0.0
5.4200E14     0.0000E00    1.2700E-10   0.0000E00 0.0   0.0
5.4200E14     0.0000E00    1.0500E-10   0.0000E00 0.0   0.0
5.4200E14     0.0000E00    9.8000E-11   0.0000E00 0.0   0.0
5.4200E14     0.0000E00    8.6700E-11   0.0000E00 0.0   0.0
5.4200E14     0.0000E00    8.1300E-11   0.0000E00 0.0   0.0
5.4200E14     0.0000E00    9.0200E-11   0.0000E00 0.0   0.0
5.4200E14     0.0000E00    7.2300E-11   0.0000E00 0.0   0.0
5.4200E14     0.0000E00    1.0200E-10   0.0000E00 0.0   0.0
5.4200E14     0.0000E00    9.1000E-11   0.0000E00 0.0   0.0
5.4200E14     0.0000E00    8.8500E-11   0.0000E00 0.0   0.0
5.4200E14     0.0000E00    7.4800E-11   0.0000E00 0.0   0.0
5.4200E14     0.0000E00    8.8500E-11   0.0000E00 0.0   0.0
5.4200E14     0.0000E00    1.0700E-10   0.0000E00 0.0   0.0
5.4200E14     0.0000E00    1.4000E-10   0.0000E00 0.0   0.0
5.4200E14     0.0000E00    1.3600E-10   0.0000E00 0.0   0.0
5.4200E14     0.0000E00    1.2900E-10   0.0000E00 0.0   0.0
5.4200E14     0.0000E00    1.3400E-10   0.0000E00 0.0   0.0
5.4200E14     0.0000E00    1.6600E-10   0.0000E00 0.0   0.0
5.4200E14     0.0000E00    1.5200E-10   0.0000E00 0.0   0.0
4.7700E14     0.0000E00    4.7500E-11   0.0000E00 0.0   0.0
4.6800E14     0.0000E00    1.2600E-10   0.0000E00 0.0   0.0
4.6800E14     0.0000E00    8.6100E-11   0.0000E00 0.0   0.0
4.6800E14     0.0000E00    1.4400E-10   0.0000E00 0.0   0.0
4.6800E14     0.0000E00    1.3700E-10   0.0000E00 0.0   0.0
4.6800E14     0.0000E00    7.7000E-11   0.0000E00 0.0   0.0
4.6800E14     0.0000E00    6.8400E-09   0.0000E00 0.0   0.0
4.6100E14     0.0000E00    1.9700E-11   0.0000E00 0.0   0.0
4.3700E14     0.0000E00    6.2100E-11   0.0000E00 0.0   0.0
4.3700E14     0.0000E00    3.9500E-11   0.0000E00 0.0   0.0
4.3500E14     0.0000E00    1.4800E-10   0.0000E00 0.0   0.0
4.2800E14     0.0000E00    1.1600E-10   0.0000E00 0.0   0.0
4.2800E14     0.0000E00    1.0200E-10   0.0000E00 0.0   0.0
4.2800E14     0.0000E00    9.4200E-11   0.0000E00 0.0   0.0
4.2800E14     0.0000E00    8.5700E-11   0.0000E00 0.0   0.0
4.2800E14     0.0000E00    1.3300E-10   0.0000E00 0.0   0.0
4.2800E14     0.0000E00    1.3100E-10   0.0000E00 0.0   0.0
4.2800E14     0.0000E00    9.3700E-11   0.0000E00 0.0   0.0
4.2800E14     0.0000E00    1.2100E-10   0.0000E00 0.0   0.0
4.2800E14     0.0000E00    1.0900E-10   0.0000E00 0.0   0.0
4.2800E14     0.0000E00    7.8700E-11   0.0000E00 0.0   0.0
4.2800E14     0.0000E00    9.7200E-11   0.0000E00 0.0   0.0
4.2800E14     0.0000E00    9.2900E-11   0.0000E00 0.0   0.0
4.2800E14     0.0000E00    9.8100E-11   0.0000E00 0.0   0.0
4.2800E14     0.0000E00    1.6400E-10   0.0000E00 0.0   0.0
3.8900E14     0.0000E00    9.5000E-11   0.0000E00 0.0   0.0
3.7900E14     0.0000E00    1.4100E-10   0.0000E00 0.0   0.0
3.3300E14     0.0000E00    9.9300E-11   0.0000E00 0.0   0.0
3.3300E14     0.0000E00    1.3600E-10   0.0000E00 0.0   0.0
3.3300E14     0.0000E00    1.7100E-10   0.0000E00 0.0   0.0
3.3300E14     0.0000E00    1.3500E-10   0.0000E00 0.0   0.0
3.3300E14     0.0000E00    1.3800E-10   0.0000E00 0.0   0.0
3.3300E14     0.0000E00    9.2200E-11   0.0000E00 0.0   0.0
3.3300E14     0.0000E00    9.6600E-11   0.0000E00 0.0   0.0
3.3300E14     0.0000E00    1.0400E-10   0.0000E00 0.0   0.0
3.2500E14     0.0000E00    5.7500E-11   0.0000E00 0.0   0.0
2.4300E14     0.0000E00    6.5700E-11   0.0000E00 0.0   0.0
2.4300E14     0.0000E00    6.1100E-11   0.0000E00 0.0   0.0
2.4000E14     0.0000E00    1.4000E-10   0.0000E00 0.0   0.0
2.4000E14     0.0000E00    8.3300E-11   0.0000E00 0.0   0.0
2.4000E14     0.0000E00    1.2600E-10   0.0000E00 0.0   0.0
2.4000E14     0.0000E00    1.0400E-10   0.0000E00 0.0   0.0
2.4000E14     0.0000E00    6.1400E-11   0.0000E00 0.0   0.0
2.4000E14     0.0000E00    1.2300E-10   0.0000E00 0.0   0.0
2.4000E14     0.0000E00    1.0800E-10   0.0000E00 0.0   0.0
2.4000E14     0.0000E00    1.0200E-10   0.0000E00 0.0   0.0
2.4000E14     0.0000E00    1.1300E-10   0.0000E00 0.0   0.0
2.4000E14     0.0000E00    1.0300E-10   0.0000E00 0.0   0.0
2.4000E14     0.0000E00    1.9800E-10   0.0000E00 0.0   0.0
2.3800E14     0.0000E00    8.0200E-11   0.0000E00 0.0   0.0
2.3800E14     0.0000E00    1.6600E-10   0.0000E00 0.0   0.0
1.8700E14     0.0000E00    1.1500E-10   0.0000E00 0.0   0.0
1.8700E14     0.0000E00    1.5600E-10   0.0000E00 0.0   0.0
1.8400E14     0.0000E00    1.6100E-12   0.0000E00 0.0   0.0
1.8400E14     0.0000E00    1.6100E-12   0.0000E00 0.0   0.0
1.8400E14     0.0000E00    5.7200E-11   0.0000E00 0.0   0.0
1.8400E14     0.0000E00    9.3800E-11   0.0000E00 0.0   0.0
1.8200E14     0.0000E00    1.3000E-10   0.0000E00 0.0   0.0
1.8200E14     0.0000E00    1.1700E-10   0.0000E00 0.0   0.0
1.8200E14     0.0000E00    7.5900E-11   0.0000E00 0.0   0.0
1.8200E14     0.0000E00    9.0200E-11   0.0000E00 0.0   0.0
1.8200E14     0.0000E00    1.3100E-10   0.0000E00 0.0   0.0
1.8200E14     0.0000E00    1.8100E-10   0.0000E00 0.0   0.0
1.8200E14     0.0000E00    1.1100E-10   0.0000E00 0.0   0.0
1.8200E14     0.0000E00    9.2700E-11   0.0000E00 0.0   0.0
1.8200E14     0.0000E00    1.0900E-10   0.0000E00 0.0   0.0
1.8000E14     0.0000E00    5.8600E-11   0.0000E00 0.0   0.0
1.8000E14     0.0000E00    4.3500E-11   0.0000E00 0.0   0.0
1.3900E14     0.0000E00    3.8300E-11   0.0000E00 0.0   0.0
1.3900E14     0.0000E00    4.5700E-11   0.0000E00 0.0   0.0
1.3800E14     0.0000E00    9.2400E-11   0.0000E00 0.0   0.0
1.3800E14     0.0000E00    8.4100E-11   0.0000E00 0.0   0.0
1.3800E14     0.0000E00    5.7000E-11   0.0000E00 0.0   0.0
1.3600E14     0.0000E00    1.3400E-10   0.0000E00 0.0   0.0
1.3600E14     0.0000E00    8.3700E-11   0.0000E00 0.0   0.0
1.3600E14     0.0000E00    8.7200E-11   0.0000E00 0.0   0.0
1.3600E14     0.0000E00    8.6900E-11   0.0000E00 0.0   0.0
1.3600E14     0.0000E00    4.6900E-11   0.0000E00 0.0   0.0
1.3500E14     0.0000E00    1.1300E-10   0.0000E00 0.0   0.0
1.3500E14     0.0000E00    7.6300E-11   0.0000E00 0.0   0.0
1.3500E14     0.0000E00    6.3500E-11   0.0000E00 0.0   0.0
1.3500E14     0.0000E00    4.9000E-11   0.0000E00 0.0   0.0
1.3500E14     0.0000E00    4.2300E-11   0.0000E00 0.0   0.0
1.3500E14     0.0000E00    1.7600E-11   0.0000E00 0.0   0.0
1.3100E14     0.0000E00    5.7800E-11   0.0000E00 0.0   0.0
1.3100E14     0.0000E00    5.7900E-11   0.0000E00 0.0   0.0
1.3100E14     0.0000E00    6.2200E-11   0.0000E00 0.0   0.0
1.3100E14     0.0000E00    6.3400E-11   0.0000E00 0.0   0.0
1.3100E14     0.0000E00    7.2100E-11   0.0000E00 0.0   0.0
8.6900E13     0.0000E00    4.1700E-11   0.0000E00 0.0   0.0
8.5700E13     0.0000E00    3.6600E-11   0.0000E00 0.0   0.0
8.5700E13     0.0000E00    4.4900E-11   0.0000E00 0.0   0.0
8.5700E13     0.0000E00    3.9800E-11   0.0000E00 0.0   0.0
8.5700E13     0.0000E00    3.9400E-11   0.0000E00 0.0   0.0
8.5700E13     0.0000E00    4.2000E-11   0.0000E00 0.0   0.0
8.4700E13     0.0000E00    6.7200E-11   0.0000E00 0.0   0.0
8.4700E13     0.0000E00    4.4000E-11   0.0000E00 0.0   0.0
2.9700E13     0.0000E00    3.2100E-11   0.0000E00 0.0   0.0
2.9700E13     0.0000E00    9.8000E-12   0.0000E00 0.0   0.0
2.8600E13     0.0000E00    7.7100E-12   0.0000E00 0.0   0.0
2.8300E13     0.0000E00    2.7400E-11   0.0000E00 0.0   0.0
2.5000E13     0.0000E00    2.2500E-11   0.0000E00 0.0   0.0
1.2700E13     0.0000E00    9.5400E-12   0.0000E00 0.0   0.0
1.2700E13     0.0000E00    9.2400E-12   0.0000E00 0.0   0.0
1.2000E13     0.0000E00    1.1400E-11   0.0000E00 0.0   0.0
5.0000E12     0.0000E00    9.0400E-12   0.0000E00 0.0   0.0
3.0000E12     0.0000E00    1.0800E-11   0.0000E00 0.0   0.0
2.7000E12     0.0000E00    1.9700E-11   0.0000E00 0.0   0.0
3.7500E11     0.0000E00    7.8800E-13   0.0000E00 0.0   0.0
3.0000E11     0.0000E00    4.9500E-16   0.0000E00 0.0   0.0
3.0000E11     0.0000E00    1.8000E-12   0.0000E00 0.0   0.0
2.7000E11     0.0000E00    8.3700E-13   0.0000E00 0.0   0.0
2.3000E11     0.0000E00    6.2100E-13   0.0000E00 0.0   0.0
2.2600E11     0.0000E00    1.3600E-12   0.0000E00 0.0   0.0
9.9900E10     0.0000E00    3.6000E-13   0.0000E00 0.0   0.0
9.3000E10     0.0000E00    2.6000E-13   0.0000E00 0.0   0.0
9.0000E10     0.0000E00    4.8600E-13   0.0000E00 0.0   0.0
8.6000E10     0.0000E00    4.9900E-13   0.0000E00 0.0   0.0
4.3200E10     0.0000E00    7.2100E-14   0.0000E00 0.0   0.0
3.7000E10     0.0000E00    1.8500E-13   0.0000E00 0.0   0.0
3.7000E10     0.0000E00    1.2800E-13   0.0000E00 0.0   0.0
3.0000E10     0.0000E00    1.1800E-13   0.0000E00 0.0   0.0
2.4000E10     0.0000E00    9.3600E-14   0.0000E00 0.0   0.0
2.3100E10     0.0000E00    1.1400E-13   0.0000E00 0.0   0.0
2.2200E10     0.0000E00    4.9300E-14   0.0000E00 0.0   0.0
2.2200E10     0.0000E00    9.7600E-14   0.0000E00 0.0   0.0
2.2000E10     0.0000E00    1.0600E-13   0.0000E00 0.0   0.0
1.5100E10     0.0000E00    9.6400E-14   0.0000E00 0.0   0.0
1.5000E10     0.0000E00    4.3200E-14   0.0000E00 0.0   0.0
1.5000E10     0.0000E00    5.0400E-14   0.0000E00 0.0   0.0
1.5000E10     0.0000E00    7.9500E-14   0.0000E00 0.0   0.0
1.5000E10     0.0000E00    6.3600E-14   0.0000E00 0.0   0.0
1.5000E10     0.0000E00    7.1500E-14   0.0000E00 0.0   0.0
1.5000E10     0.0000E00    6.7500E-14   0.0000E00 0.0   0.0
1.5000E10     0.0000E00    6.6900E-14   0.0000E00 0.0   0.0
1.5000E10     0.0000E00    7.2500E-14   0.0000E00 0.0   0.0
1.5000E10     0.0000E00    6.6700E-14   0.0000E00 0.0   0.0
1.5000E10     0.0000E00    4.9500E-14   0.0000E00 0.0   0.0
1.5000E10     0.0000E00    6.6000E-14   0.0000E00 0.0   0.0
1.5000E10     0.0000E00    7.8000E-14   0.0000E00 0.0   0.0
1.4600E10     0.0000E00    6.2500E-14   0.0000E00 0.0   0.0
1.4500E10     0.0000E00    7.1600E-14   0.0000E00 0.0   0.0
1.0600E10     0.0000E00    6.7100E-14   0.0000E00 0.0   0.0
1.0500E10     0.0000E00    4.9100E-14   0.0000E00 0.0   0.0
8.4600E09     0.0000E00    5.3400E-14   0.0000E00 0.0   0.0
8.4000E09     0.0000E00    5.3100E-14   0.0000E00 0.0   0.0
8.4000E09     0.0000E00    5.3000E-14   0.0000E00 0.0   0.0
8.4000E09     0.0000E00    3.1900E-14   0.0000E00 0.0   0.0
8.4000E09     0.0000E00    2.2900E-14   0.0000E00 0.0   0.0
8.3500E09     0.0000E00    4.1700E-14   0.0000E00 0.0   0.0
8.0000E09     0.0000E00    4.2300E-14   0.0000E00 0.0   0.0
5.0000E09     0.0000E00    1.0000E-14   0.0000E00 0.0   0.0
5.0000E09     0.0000E00    1.9900E-14   0.0000E00 0.0   0.0
5.0000E09     0.0000E00    1.6200E-14   0.0000E00 0.0   0.0
5.0000E09     0.0000E00    2.1100E-14   0.0000E00 0.0   0.0
5.0000E09     0.0000E00    1.3100E-14   0.0000E00 0.0   0.0
5.0000E09     0.0000E00    1.4100E-14   0.0000E00 0.0   0.0
5.0000E09     0.0000E00    2.0000E-14   0.0000E00 0.0   0.0
5.0000E09     0.0000E00    1.6700E-14   0.0000E00 0.0   0.0
5.0000E09     0.0000E00    3.6500E-14   0.0000E00 0.0   0.0
4.8900E09     0.0000E00    2.9300E-14   0.0000E00 0.0   0.0
4.8500E09     0.0000E00    3.5000E-14   0.0000E00 0.0   0.0
4.8500E09     0.0000E00    2.9100E-14   0.0000E00 0.0   0.0
4.8500E09     0.0000E00    3.4500E-14   0.0000E00 0.0   0.0
4.8300E09     0.0000E00    3.2700E-14   0.0000E00 0.0   0.0
4.8000E09     0.0000E00    3.1000E-14   0.0000E00 0.0   0.0
4.7600E09     0.0000E00    2.7800E-14   0.0000E00 0.0   0.0
4.7500E09     0.0000E00    2.7700E-14   0.0000E00 0.0   0.0
4.5800E09     0.0000E00    2.8000E-14   0.0000E00 0.0   0.0
1.6000E09     0.0000E00    3.7100E-15   0.0000E00 0.0   0.0
1.6000E09     0.0000E00    5.2000E-15   0.0000E00 0.0   0.0
1.4000E09     0.0000E00    8.0900E-15   0.0000E00 0.0   0.0
1.4000E09     0.0000E00    7.6700E-15   0.0000E00 0.0   0.0
1.4000E09     0.0000E00    1.1700E-14   0.0000E00 0.0   0.0
1.4000E09     0.0000E00    7.6800E-15   0.0000E00 0.0   0.0
1.4000E09     0.0000E00    1.2300E-14   0.0000E00 0.0   0.0
1.4000E09     0.0000E00    1.0800E-14   0.0000E00 0.0   0.0
1.3800E09     0.0000E00    8.6900E-15   0.0000E00 0.0   0.0
4.0800E08     0.0000E00    4.6800E-15   0.0000E00 0.0   0.0
4.0800E08     0.0000E00    4.6500E-15   0.0000E00 0.0   0.0
3.6500E08     0.0000E00    2.8300E-15   0.0000E00 0.0   0.0
1.5200E08     0.0000E00    2.6200E-15   0.0000E00 0.0   0.0
1.5200E08     0.0000E00    2.5500E-15   0.0000E00 0.0   0.0
7.4000E07     0.0000E00    1.2900E-15   0.0000E00 0.0   0.0
7.3800E07     0.0000E00    1.4100E-15   0.0000E00 0.0   0.0
# Catalina RTS (id = 13)
#   frequency \gn (Hz)    Bin   Nufnu (erg cm^-2 s^-1)  Nufnu (erg cm^-2 s^-1)_error    TStart    TStop
5.4500E14     0.0000E00    2.5674E-10   1.2100E-11    54095.39818    54095.39818
5.4500E14     0.0000E00    2.5674E-10   1.2100E-11    54095.42301    54095.42301
