9 -8.1954266
9.0558586 -8.1202163
9.1117172 -8.045006
9.1675758 -7.9697957
9.2234343 -7.8945854
9.2792929 -7.8193751
9.3351515 -7.7441648
9.3910101 -7.6689546
9.4468687 -7.5937443
9.5027273 -7.518534
9.5585859 -7.4433237
9.6144444 -7.3681134
9.670303 -7.2929031
9.7261616 -7.2176928
9.7820202 -7.1424825
9.8378788 -7.0672722
9.8937374 -6.9920619
9.949596 -6.9168516
10.005455 -6.8416413
10.061313 -6.766431
10.117172 -6.6912207
10.17303 -6.6160105
10.228889 -6.5408002
10.284747 -6.4655899
10.340606 -6.3903796
10.396465 -6.3151693
10.452323 -6.239959
10.508182 -6.1647487
10.56404 -6.0895384
10.619899 -6.0143281
10.675758 -5.9391178
10.731616 -5.8639075
10.787475 -5.7886972
10.843333 -5.7134869
10.899192 -5.6382766
10.955051 -5.5630664
11.010909 -5.4878561
11.066768 -5.4126458
11.122626 -5.3374355
11.178485 -5.2622252
11.234343 -5.1870149
11.290202 -5.1118046
11.346061 -5.0365943
11.401919 -4.961384
11.457778 -4.8861737
11.513636 -4.8109634
11.569495 -4.7357531
11.625354 -4.6605428
11.681212 -4.5853326
11.737071 -4.5101223
11.792929 -4.434912
11.848788 -4.3597017
11.904646 -4.2844914
11.960505 -4.2092811
12.016364 -4.1340708
12.072222 -4.0588605
12.128081 -3.9836502
12.183939 -3.9084399
12.239798 -3.8332296
12.295657 -3.7580193
12.351515 -3.682809
12.407374 -3.6075987
12.463232 -3.5323885
12.519091 -3.4571782
12.574949 -3.3819679
12.630808 -3.3067576
12.686667 -3.2315473
12.742525 -3.156337
12.798384 -3.0811267
12.854242 -3.0059164
12.910101 -2.9307061
12.96596 -2.8554958
13.021818 -2.7802855
13.077677 -2.7050752
13.133535 -2.6298649
13.189394 -2.5546546
13.245253 -2.4794444
13.301111 -2.4042341
13.35697 -2.3290238
13.412828 -2.2538135
13.468687 -2.1786032
13.524545 -2.1033929
13.580404 -2.0281826
13.636263 -1.9529723
13.692121 -1.877762
13.74798 -1.8025517
13.803838 -1.7273414
13.859697 -1.6521311
13.915556 -1.5769208
13.971414 -1.5017105
14.027273 -1.4265003
14.083131 -1.35129
14.13899 -1.2760797
14.194848 -1.2008694
14.250707 -1.1256591
14.306566 -1.0504488
14.362424 -0.9752385
14.418283 -0.90002821
14.474141 -0.82481792
14.53 -0.74960762
14.5446 -0.69971
14.5447 -0.70574
14.5447 -0.72923
14.5448 -0.72701
14.5448 -0.7229
14.5449 -0.7236
14.5449 -0.72363
14.545 -0.75441
14.545 -0.7392
14.5451 -0.77956
14.5451 -0.77663
14.5452 -0.76633
14.5452 -0.74522
14.5453 -0.74509
14.5453 -0.71674
14.5454 -0.71139
14.5454 -0.68884
14.5455 -0.69887
14.5455 -0.70037
14.5456 -0.69311
14.5456 -0.70844
14.5457 -0.6809
14.5457 -0.69411
14.5458 -0.68078
14.5458 -0.70013
14.5459 -0.6869
14.5459 -0.69962
14.546 -0.68714
14.5461 -0.69034
14.5461 -0.68852
14.5462 -0.68108
14.5462 -0.68438
14.5463 -0.69692
14.5463 -0.68283
14.5464 -0.67695
14.5464 -0.70262
14.5465 -0.69941
14.5465 -0.70176
14.5466 -0.70789
14.5466 -0.6944
14.5467 -0.69126
14.5467 -0.69927
14.5468 -0.68672
14.5468 -0.69535
14.5469 -0.69561
14.5469 -0.71083
14.547 -0.7188
14.547 -0.72089
14.5471 -0.72205
14.5471 -0.72077
14.5472 -0.71944
14.5472 -0.72362
14.5473 -0.7277
14.5473 -0.729
14.5474 -0.71765
14.5474 -0.7255
14.5475 -0.71306
14.5475 -0.69357
14.5476 -0.69193
14.5476 -0.69046
14.5477 -0.69524
14.5477 -0.70338
14.5478 -0.69822
14.5478 -0.6899
14.5479 -0.6909
14.5479 -0.69093
14.548 -0.69535
14.548 -0.70194
14.5481 -0.69525
14.5481 -0.67716
14.5482 -0.67595
14.5482 -0.66717
14.5483 -0.67949
14.5483 -0.67194
14.5484 -0.68118
14.5485 -0.68032
14.5485 -0.68513
14.5486 -0.68871
14.5486 -0.68875
14.5487 -0.67981
14.5487 -0.6875
14.5488 -0.67823
14.5488 -0.69233
14.5489 -0.68994
14.5489 -0.68847
14.549 -0.68988
14.549 -0.68797
14.5491 -0.68159
14.5491 -0.68162
14.5492 -0.68891
14.5492 -0.68374
14.5493 -0.68546
14.5493 -0.68735
14.5494 -0.68425
14.5494 -0.67267
14.5495 -0.67077
14.5495 -0.66694
14.5496 -0.67245
14.5496 -0.69008
14.5497 -0.68995
14.5497 -0.69075
14.5498 -0.68277
14.5498 -0.67087
14.5499 -0.66969
14.5499 -0.66937
14.55 -0.68296
14.55 -0.68079
14.5501 -0.68176
14.5501 -0.68736
14.5502 -0.67228
14.5502 -0.68611
14.5503 -0.67541
14.5503 -0.67393
14.5504 -0.68856
14.5505 -0.68394
14.5505 -0.6836
14.5506 -0.68687
14.5506 -0.68608
14.5507 -0.68561
14.5507 -0.68603
14.5508 -0.68515
14.5508 -0.68481
14.5509 -0.67154
14.5509 -0.66909
14.551 -0.66968
14.551 -0.68687
14.5511 -0.69629
14.5511 -0.68791
14.5512 -0.68403
14.5512 -0.68184
14.5513 -0.68731
14.5513 -0.68622
14.5514 -0.68199
14.5514 -0.66405
14.5515 -0.66426
14.5515 -0.67534
14.5516 -0.68292
14.5516 -0.68184
14.5517 -0.68358
14.5517 -0.68736
14.5518 -0.69449
14.5518 -0.6926
14.5519 -0.67788
14.5519 -0.67712
14.552 -0.68479
14.5521 -0.6729
14.5521 -0.67986
14.5522 -0.69025
14.5522 -0.70117
14.5523 -0.66845
14.5523 -0.6856
14.5524 -0.67479
14.5524 -0.68555
14.5525 -0.69693
14.5525 -0.69154
14.5526 -0.68646
14.5526 -0.69069
14.5527 -0.69132
14.5527 -0.70632
14.5528 -0.70498
14.5528 -0.6932
14.5529 -0.68885
14.5529 -0.69427
14.553 -0.69298
14.553 -0.68879
14.5531 -0.68981
14.5531 -0.68191
14.5532 -0.68104
14.5532 -0.68747
14.5533 -0.69778
14.5533 -0.70578
14.5534 -0.69034
14.5534 -0.69887
14.5535 -0.683
14.5536 -0.68551
14.5536 -0.68104
14.5537 -0.66993
14.5537 -0.6671
14.5538 -0.66559
14.5538 -0.66626
14.5539 -0.65879
14.5539 -0.67632
14.554 -0.67583
14.554 -0.66825
14.5541 -0.66174
14.5541 -0.67285
14.5542 -0.67199
14.5542 -0.67022
14.5543 -0.68036
14.5543 -0.66977
14.5544 -0.66928
14.5544 -0.69522
14.5545 -0.6947
14.5545 -0.69163
14.5546 -0.6954
14.5546 -0.69192
14.5547 -0.69218
14.5547 -0.68569
14.5548 -0.68483
14.5548 -0.68178
14.5549 -0.68776
14.555 -0.68081
14.555 -0.67491
14.5551 -0.67295
14.5551 -0.68605
14.5552 -0.68976
14.5552 -0.70565
14.5553 -0.70757
14.5553 -0.69595
14.5554 -0.67787
14.5554 -0.68119
14.5555 -0.68262
14.5555 -0.68114
14.5556 -0.67877
14.5556 -0.67993
14.5557 -0.68167
14.5557 -0.68322
14.5558 -0.69586
14.5558 -0.69907
14.5559 -0.69146
14.5559 -0.6804
14.556 -0.68028
14.556 -0.67769
14.5561 -0.69484
14.5561 -0.68018
14.5562 -0.69158
14.5563 -0.69657
14.5563 -0.69621
14.5564 -0.68025
14.5564 -0.68104
14.5565 -0.68092
14.5565 -0.68171
14.5566 -0.6831
14.5566 -0.69714
14.5567 -0.71462
14.5567 -0.69074
14.5568 -0.68178
14.5568 -0.66774
14.5569 -0.66402
14.5569 -0.68785
14.557 -0.69638
14.557 -0.70035
14.5571 -0.70147
14.5571 -0.69313
14.5572 -0.69069
14.5572 -0.68832
14.5573 -0.68591
14.5574 -0.69318
14.5574 -0.69047
14.5575 -0.6884
14.5575 -0.68999
14.5576 -0.68599
14.5576 -0.67654
14.5577 -0.68861
14.5577 -0.69256
14.5578 -0.698
14.5578 -0.69564
14.5579 -0.69912
14.5579 -0.69396
14.558 -0.69305
14.558 -0.71181
14.5581 -0.72064
