#######################################################################################################
#_obs is as observed from the earth: beaming+cosmo   
#_src is in the AGN rest frame     :cosmo         
#_blob is in the blob rest frame                   
# log(nu_obs)|  log(nu_obs*F_nu_obs)|  nu_obs| nu_obs*F_nu_obs|   nu_src| nu_src*L_nu_src|  nu_blob| nu_blob*L_nu_blob|     
#######################################################################################################
7.3848e+00	 -2.0117e+01	 2.4253e+07	 7.6368e-21	2.5000e+07	1.6215e+34	1.0000e+06	4.1513e+28 
7.6585e+00	 -1.9296e+01	 4.5556e+07	 5.0586e-20	4.6959e+07	1.0741e+35	1.8783e+06	2.7510e+29 
7.9323e+00	 -1.8476e+01	 8.5569e+07	 3.3404e-19	8.8205e+07	7.0927e+35	3.5282e+06	1.8230e+30 
8.2061e+00	 -1.7668e+01	 1.6073e+08	 2.1502e-18	1.6568e+08	4.5654e+36	6.6272e+06	1.1839e+31 
8.4799e+00	 -1.6930e+01	 3.0191e+08	 1.1749e-17	3.1120e+08	2.4947e+37	1.2448e+07	5.9700e+31 
8.7536e+00	 -1.6350e+01	 5.6708e+08	 4.4669e-17	5.8455e+08	9.4846e+37	2.3382e+07	2.0185e+32 
9.0274e+00	 -1.5894e+01	 1.0652e+09	 1.2774e-16	1.0980e+09	2.7122e+38	4.3920e+07	5.4186e+32 
9.3012e+00	 -1.5495e+01	 2.0008e+09	 3.2010e-16	2.0624e+09	6.7967e+38	8.2496e+07	1.3239e+33 
9.5750e+00	 -1.5118e+01	 3.7582e+09	 7.6232e-16	3.8739e+09	1.6186e+39	1.5496e+08	3.1236e+33 
9.8488e+00	 -1.4749e+01	 7.0592e+09	 1.7816e-15	7.2766e+09	3.7829e+39	2.9106e+08	7.2762e+33 
1.0123e+01	 -1.4384e+01	 1.3260e+10	 4.1337e-15	1.3668e+10	8.7771e+39	5.4672e+08	1.6863e+34 
1.0396e+01	 -1.4020e+01	 2.4906e+10	 9.5573e-15	2.5673e+10	2.0293e+40	1.0269e+09	3.8971e+34 
1.0670e+01	 -1.3657e+01	 4.6782e+10	 2.2037e-14	4.8223e+10	4.6791e+40	1.9289e+09	8.9846e+34 
1.0944e+01	 -1.3295e+01	 8.7874e+10	 5.0649e-14	9.0580e+10	1.0754e+41	3.6232e+09	2.0649e+35 
1.1218e+01	 -1.2936e+01	 1.6506e+11	 1.1587e-13	1.7014e+11	2.4603e+41	6.8056e+09	4.7238e+35 
1.1491e+01	 -1.2580e+01	 3.1004e+11	 2.6320e-13	3.1958e+11	5.5885e+41	1.2783e+10	1.0730e+36 
1.1765e+01	 -1.2228e+01	 5.8235e+11	 5.9124e-13	6.0029e+11	1.2554e+42	2.4012e+10	2.4103e+36 
1.2039e+01	 -1.1884e+01	 1.0939e+12	 1.3050e-12	1.1276e+12	2.7708e+42	4.5102e+10	5.3200e+36 
1.2313e+01	 -1.1553e+01	 2.0547e+12	 2.8004e-12	2.1179e+12	5.9460e+42	8.4718e+10	1.1416e+37 
1.2587e+01	 -1.1241e+01	 3.8594e+12	 5.7453e-12	3.9782e+12	1.2199e+43	1.5913e+11	2.3422e+37 
1.2860e+01	 -1.0959e+01	 7.2492e+12	 1.0985e-11	7.4725e+12	2.3324e+43	2.9890e+11	4.4782e+37 
1.3134e+01	 -1.0723e+01	 1.3617e+13	 1.8936e-11	1.4036e+13	4.0206e+43	5.6144e+11	7.7195e+37 
1.3408e+01	 -1.0542e+01	 2.5577e+13	 2.8695e-11	2.6365e+13	6.0927e+43	1.0546e+12	1.1698e+38 
1.3682e+01	 -1.0409e+01	 4.8042e+13	 3.8961e-11	4.9522e+13	8.2725e+43	1.9809e+12	1.5883e+38 
1.3955e+01	 -1.0296e+01	 9.0240e+13	 5.0579e-11	9.3019e+13	1.0739e+44	3.7208e+12	2.0620e+38 
1.4229e+01	 -1.0185e+01	 1.6950e+14	 6.5242e-11	1.7472e+14	1.3853e+44	6.9889e+12	2.6597e+38 
1.4503e+01	 -1.0076e+01	 3.1838e+14	 8.3941e-11	3.2819e+14	1.7823e+44	1.3128e+13	3.4220e+38 
1.4777e+01	 -9.9685e+00	 5.9804e+14	 1.0753e-10	6.1646e+14	2.2832e+44	2.4658e+13	4.3838e+38 
1.5051e+01	 -9.8641e+00	 1.1233e+15	 1.3674e-10	1.1579e+15	2.9034e+44	4.6317e+13	5.5745e+38 
1.5324e+01	 -9.7651e+00	 2.1100e+15	 1.7174e-10	2.1750e+15	3.6464e+44	8.6999e+13	7.0012e+38 
1.5598e+01	 -9.6749e+00	 3.9633e+15	 2.1142e-10	4.0854e+15	4.4890e+44	1.6341e+14	8.6188e+38 
1.5872e+01	 -9.5978e+00	 7.4445e+15	 2.5246e-10	7.6737e+15	5.3606e+44	3.0695e+14	1.0292e+39 
1.6146e+01	 -9.5391e+00	 1.3983e+16	 2.8900e-10	1.4414e+16	6.1364e+44	5.7656e+14	1.1782e+39 
1.6419e+01	 -9.5030e+00	 2.6265e+16	 3.1405e-10	2.7074e+16	6.6682e+44	1.0830e+15	1.2803e+39 
1.6693e+01	 -9.4917e+00	 4.9336e+16	 3.2235e-10	5.0855e+16	6.8444e+44	2.0342e+15	1.3141e+39 
1.6967e+01	 -9.5058e+00	 9.2670e+16	 3.1202e-10	9.5524e+16	6.6251e+44	3.8210e+15	1.2720e+39 
1.7241e+01	 -9.5458e+00	 1.7407e+17	 2.8458e-10	1.7943e+17	6.0424e+44	7.1771e+15	1.1601e+39 
1.7514e+01	 -9.6120e+00	 3.2696e+17	 2.4433e-10	3.3703e+17	5.1878e+44	1.3481e+16	9.9606e+38 
1.7788e+01	 -9.7051e+00	 6.1414e+17	 1.9720e-10	6.3306e+17	4.1871e+44	2.5322e+16	8.0393e+38 
1.8062e+01	 -9.8263e+00	 1.1536e+18	 1.4919e-10	1.1891e+18	3.1677e+44	4.7564e+16	6.0820e+38 
1.8336e+01	 -9.9788e+00	 2.1668e+18	 1.0499e-10	2.2335e+18	2.2293e+44	8.9342e+16	4.2802e+38 
1.8610e+01	 -1.0172e+01	 4.0700e+18	 6.7324e-11	4.1954e+18	1.4295e+44	1.6781e+17	2.7446e+38 
1.8883e+01	 -1.0429e+01	 7.6449e+18	 3.7248e-11	7.8804e+18	7.9089e+43	3.1522e+17	1.5185e+38 
1.9157e+01	 -1.0807e+01	 1.4360e+19	 1.5611e-11	1.4802e+19	3.3147e+43	5.9208e+17	6.3643e+37 
1.9431e+01	 -1.1426e+01	 2.6973e+19	 3.7517e-12	2.7804e+19	7.9660e+42	1.1121e+18	1.5295e+37 
1.9705e+01	 -1.2524e+01	 5.0664e+19	 2.9939e-13	5.2225e+19	6.3569e+41	2.0890e+18	1.2205e+36 
1.9978e+01	 -1.4547e+01	 9.5165e+19	 2.8380e-15	9.8096e+19	6.0258e+39	3.9238e+18	1.1570e+34 
2.0252e+01	 -1.8328e+01	 1.7875e+20	 4.6945e-19	1.8426e+20	9.9677e+35	7.3704e+18	1.9138e+30 
2.0526e+01	 -2.5430e+01	 3.3576e+20	 3.7192e-26	3.4610e+20	7.8969e+28	1.3844e+19	1.5162e+23 
2.0800e+01	 -3.8793e+01	 6.3068e+20	 1.6113e-39	6.5010e+20	3.4212e+15	2.6004e+19	6.5688e+09 
