#######################################################################################################
#_obs is as observed from the earth: beaming+cosmo   
#_src is in the AGN rest frame     :cosmo         
#_blob is in the blob rest frame                   
# log(nu_obs)|  log(nu_obs*F_nu_obs)|  nu_obs| nu_obs*F_nu_obs|   nu_src| nu_src*L_nu_src|  nu_blob| nu_blob*L_nu_blob|     
#######################################################################################################
7.3848e+00	 -2.0117e+01	 2.4253e+07	 7.6368e-21	2.5000e+07	1.6215e+34	1.0000e+06	4.1513e+28 
7.5203e+00	 -1.9711e+01	 3.3134e+07	 1.9470e-20	3.4154e+07	4.1341e+34	1.3662e+06	1.0585e+29 
7.6558e+00	 -1.9304e+01	 4.5266e+07	 4.9629e-20	4.6661e+07	1.0538e+35	1.8664e+06	2.6989e+29 
7.7913e+00	 -1.8898e+01	 6.1842e+07	 1.2643e-19	6.3747e+07	2.6845e+35	2.5499e+06	6.8817e+29 
7.9268e+00	 -1.8493e+01	 8.4487e+07	 3.2157e-19	8.7089e+07	6.8279e+35	3.4835e+06	1.7546e+30 
8.0623e+00	 -1.8089e+01	 1.1542e+08	 8.1417e-19	1.1898e+08	1.7287e+36	4.7591e+06	4.4689e+30 
8.1978e+00	 -1.7692e+01	 1.5769e+08	 2.0346e-18	1.6254e+08	4.3200e+36	6.5018e+06	1.1207e+31 
8.3333e+00	 -1.7309e+01	 2.1543e+08	 4.9097e-18	2.2206e+08	1.0425e+37	8.8826e+06	2.6457e+31 
8.4688e+00	 -1.6957e+01	 2.9431e+08	 1.1042e-17	3.0338e+08	2.3445e+37	1.2135e+07	5.6395e+31 
8.6043e+00	 -1.6646e+01	 4.0208e+08	 2.2580e-17	4.1447e+08	4.7944e+37	1.6579e+07	1.0823e+32 
8.7398e+00	 -1.6376e+01	 5.4931e+08	 4.2105e-17	5.6623e+08	8.9401e+37	2.2649e+07	1.9116e+32 
8.8753e+00	 -1.6136e+01	 7.5046e+08	 7.3030e-17	7.7357e+08	1.5506e+38	3.0943e+07	3.1878e+32 
9.0108e+00	 -1.5919e+01	 1.0253e+09	 1.2045e-16	1.0568e+09	2.5575e+38	4.2273e+07	5.1222e+32 
9.1463e+00	 -1.5716e+01	 1.4007e+09	 1.9226e-16	1.4438e+09	4.0823e+38	5.7753e+07	8.0418e+32 
9.2818e+00	 -1.5522e+01	 1.9136e+09	 3.0065e-16	1.9725e+09	6.3836e+38	7.8900e+07	1.2448e+33 
9.4173e+00	 -1.5333e+01	 2.6143e+09	 4.6424e-16	2.6948e+09	9.8572e+38	1.0779e+08	1.9102e+33 
9.5529e+00	 -1.5148e+01	 3.5715e+09	 7.1137e-16	3.6815e+09	1.5104e+39	1.4726e+08	2.9162e+33 
9.6884e+00	 -1.4965e+01	 4.8793e+09	 1.0850e-15	5.0296e+09	2.3037e+39	2.0118e+08	4.4377e+33 
9.8239e+00	 -1.4783e+01	 6.6660e+09	 1.6500e-15	6.8713e+09	3.5033e+39	2.7485e+08	6.7397e+33 
9.9594e+00	 -1.4601e+01	 9.1069e+09	 2.5047e-15	9.3874e+09	5.3181e+39	3.7549e+08	1.0223e+34 
1.0095e+01	 -1.4420e+01	 1.2442e+10	 3.7975e-15	1.2825e+10	8.0633e+39	5.1299e+08	1.5492e+34 
1.0230e+01	 -1.4240e+01	 1.6997e+10	 5.7528e-15	1.7521e+10	1.2215e+40	7.0083e+08	2.3462e+34 
1.0366e+01	 -1.4060e+01	 2.3221e+10	 8.7086e-15	2.3936e+10	1.8491e+40	9.5746e+08	3.5511e+34 
1.0501e+01	 -1.3880e+01	 3.1724e+10	 1.3175e-14	3.2701e+10	2.7974e+40	1.3081e+09	5.3717e+34 
1.0637e+01	 -1.3701e+01	 4.3341e+10	 1.9918e-14	4.4676e+10	4.2291e+40	1.7870e+09	8.1206e+34 
1.0772e+01	 -1.3522e+01	 5.9211e+10	 3.0090e-14	6.1035e+10	6.3889e+40	2.4414e+09	1.2267e+35 
1.0908e+01	 -1.3343e+01	 8.0892e+10	 4.5415e-14	8.3384e+10	9.6429e+40	3.3354e+09	1.8516e+35 
1.1043e+01	 -1.3164e+01	 1.1051e+11	 6.8474e-14	1.1392e+11	1.4539e+41	4.5567e+09	2.7917e+35 
1.1179e+01	 -1.2987e+01	 1.5098e+11	 1.0311e-13	1.5563e+11	2.1894e+41	6.2252e+09	4.2037e+35 
1.1314e+01	 -1.2810e+01	 2.0626e+11	 1.5501e-13	2.1262e+11	3.2914e+41	8.5047e+09	6.3195e+35 
1.1450e+01	 -1.2633e+01	 2.8179e+11	 2.3257e-13	2.9047e+11	4.9382e+41	1.1619e+10	9.4814e+35 
1.1585e+01	 -1.2458e+01	 3.8498e+11	 3.4806e-13	3.9683e+11	7.3904e+41	1.5873e+10	1.4190e+36 
1.1721e+01	 -1.2285e+01	 5.2595e+11	 5.1927e-13	5.4214e+11	1.1026e+42	2.1686e+10	2.1169e+36 
1.1856e+01	 -1.2113e+01	 7.1853e+11	 7.7163e-13	7.4066e+11	1.6384e+42	2.9627e+10	3.1457e+36 
1.1992e+01	 -1.1943e+01	 9.8164e+11	 1.1410e-12	1.0119e+12	2.4226e+42	4.0475e+10	4.6514e+36 
1.2127e+01	 -1.1776e+01	 1.3411e+12	 1.6765e-12	1.3824e+12	3.5597e+42	5.5296e+10	6.8347e+36 
1.2263e+01	 -1.1612e+01	 1.8322e+12	 2.4441e-12	1.8886e+12	5.1895e+42	7.5543e+10	9.9638e+36 
1.2398e+01	 -1.1453e+01	 2.5030e+12	 3.5276e-12	2.5801e+12	7.4902e+42	1.0321e+11	1.4381e+37 
1.2534e+01	 -1.1299e+01	 3.4196e+12	 5.0279e-12	3.5249e+12	1.0676e+43	1.4100e+11	2.0497e+37 
1.2669e+01	 -1.1152e+01	 4.6717e+12	 7.0544e-12	4.8156e+12	1.4979e+43	1.9263e+11	2.8759e+37 
1.2805e+01	 -1.1013e+01	 6.3824e+12	 9.7066e-12	6.5790e+12	2.0610e+43	2.6316e+11	3.9571e+37 
1.2940e+01	 -1.0885e+01	 8.7195e+12	 1.3043e-11	8.9880e+12	2.7695e+43	3.5952e+11	5.3174e+37 
1.3076e+01	 -1.0768e+01	 1.1912e+13	 1.7045e-11	1.2279e+13	3.6191e+43	4.9117e+11	6.9486e+37 
1.3212e+01	 -1.0666e+01	 1.6274e+13	 2.1586e-11	1.6775e+13	4.5832e+43	6.7102e+11	8.7998e+37 
1.3347e+01	 -1.0577e+01	 2.2233e+13	 2.6457e-11	2.2918e+13	5.6176e+43	9.1673e+11	1.0786e+38 
1.3483e+01	 -1.0502e+01	 3.0375e+13	 3.1458e-11	3.1310e+13	6.6794e+43	1.2524e+12	1.2825e+38 
1.3618e+01	 -1.0437e+01	 4.1497e+13	 3.6526e-11	4.2775e+13	7.7555e+43	1.7110e+12	1.4891e+38 
1.3754e+01	 -1.0379e+01	 5.6692e+13	 4.1799e-11	5.8438e+13	8.8752e+43	2.3375e+12	1.7040e+38 
1.3889e+01	 -1.0323e+01	 7.7451e+13	 4.7532e-11	7.9837e+13	1.0092e+44	3.1935e+12	1.9378e+38 
1.4025e+01	 -1.0268e+01	 1.0581e+14	 5.3948e-11	1.0907e+14	1.1455e+44	4.3628e+12	2.1993e+38 
1.4160e+01	 -1.0213e+01	 1.4456e+14	 6.1192e-11	1.4901e+14	1.2993e+44	5.9604e+12	2.4946e+38 
1.4296e+01	 -1.0159e+01	 1.9749e+14	 6.9372e-11	2.0357e+14	1.4730e+44	8.1429e+12	2.8281e+38 
1.4431e+01	 -1.0105e+01	 2.6980e+14	 7.8591e-11	2.7811e+14	1.6687e+44	1.1125e+13	3.2039e+38 
1.4567e+01	 -1.0051e+01	 3.6860e+14	 8.8955e-11	3.7995e+14	1.8888e+44	1.5198e+13	3.6264e+38 
1.4702e+01	 -9.9975e+00	 5.0357e+14	 1.0057e-10	5.1908e+14	2.1353e+44	2.0763e+13	4.0998e+38 
1.4838e+01	 -9.9449e+00	 6.8797e+14	 1.1352e-10	7.0915e+14	2.4103e+44	2.8366e+13	4.6279e+38 
1.4973e+01	 -9.8932e+00	 9.3988e+14	 1.2788e-10	9.6883e+14	2.7153e+44	3.8753e+13	5.2134e+38 
1.5109e+01	 -9.8426e+00	 1.2840e+15	 1.4369e-10	1.3236e+15	3.0510e+44	5.2943e+13	5.8579e+38 
1.5244e+01	 -9.7934e+00	 1.7542e+15	 1.6092e-10	1.8082e+15	3.4167e+44	7.2330e+13	6.5601e+38 
1.5380e+01	 -9.7461e+00	 2.3966e+15	 1.7944e-10	2.4704e+15	3.8101e+44	9.8815e+13	7.3154e+38 
1.5515e+01	 -9.7011e+00	 3.2741e+15	 1.9904e-10	3.3750e+15	4.2263e+44	1.3500e+14	8.1144e+38 
