1.1912e+01	 -1.6148e+01	 1.1409e+01	 -1.2000e+02 
1.1972e+01	 -1.6027e+01	 1.1487e+01	 -1.9013e+01 
1.2031e+01	 -1.5906e+01	 1.1564e+01	 -1.8892e+01 
1.2090e+01	 -1.5784e+01	 1.1642e+01	 -1.8770e+01 
1.2150e+01	 -1.5663e+01	 1.1720e+01	 -1.8033e+01 
1.2209e+01	 -1.5542e+01	 1.1797e+01	 -1.7911e+01 
1.2269e+01	 -1.5421e+01	 1.1875e+01	 -1.7617e+01 
1.2328e+01	 -1.5300e+01	 1.1952e+01	 -1.7327e+01 
1.2387e+01	 -1.5178e+01	 1.2030e+01	 -1.7160e+01 
1.2447e+01	 -1.5057e+01	 1.2107e+01	 -1.6905e+01 
1.2506e+01	 -1.4936e+01	 1.2185e+01	 -1.6730e+01 
1.2566e+01	 -1.4815e+01	 1.2263e+01	 -1.6524e+01 
1.2625e+01	 -1.4694e+01	 1.2340e+01	 -1.6324e+01 
1.2684e+01	 -1.4573e+01	 1.2418e+01	 -1.6138e+01 
1.2744e+01	 -1.4451e+01	 1.2495e+01	 -1.5946e+01 
1.2803e+01	 -1.4330e+01	 1.2573e+01	 -1.5749e+01 
1.2862e+01	 -1.4209e+01	 1.2651e+01	 -1.5574e+01 
1.2922e+01	 -1.4088e+01	 1.2728e+01	 -1.5380e+01 
1.2981e+01	 -1.3967e+01	 1.2806e+01	 -1.5207e+01 
1.3041e+01	 -1.3846e+01	 1.2883e+01	 -1.5021e+01 
1.3100e+01	 -1.3725e+01	 1.2961e+01	 -1.4835e+01 
1.3159e+01	 -1.3604e+01	 1.3039e+01	 -1.4663e+01 
1.3219e+01	 -1.3483e+01	 1.3116e+01	 -1.4475e+01 
1.3278e+01	 -1.3362e+01	 1.3194e+01	 -1.4304e+01 
1.3337e+01	 -1.3241e+01	 1.3271e+01	 -1.4135e+01 
1.3397e+01	 -1.3120e+01	 1.3349e+01	 -1.3970e+01 
1.3456e+01	 -1.3000e+01	 1.3427e+01	 -1.3816e+01 
1.3516e+01	 -1.2879e+01	 1.3504e+01	 -1.3661e+01 
1.3575e+01	 -1.2758e+01	 1.3582e+01	 -1.3492e+01 
1.3634e+01	 -1.2638e+01	 1.3659e+01	 -1.3344e+01 
1.3694e+01	 -1.2517e+01	 1.3737e+01	 -1.3181e+01 
1.3753e+01	 -1.2397e+01	 1.3815e+01	 -1.3030e+01 
1.3813e+01	 -1.2276e+01	 1.3892e+01	 -1.2870e+01 
1.3872e+01	 -1.2156e+01	 1.3970e+01	 -1.2707e+01 
1.3931e+01	 -1.2036e+01	 1.4047e+01	 -1.2555e+01 
1.3991e+01	 -1.1917e+01	 1.4125e+01	 -1.2391e+01 
1.4050e+01	 -1.1797e+01	 1.4203e+01	 -1.2242e+01 
1.4109e+01	 -1.1678e+01	 1.4280e+01	 -1.2089e+01 
1.4169e+01	 -1.1559e+01	 1.4358e+01	 -1.1932e+01 
1.4228e+01	 -1.1440e+01	 1.4435e+01	 -1.1778e+01 
1.4288e+01	 -1.1322e+01	 1.4513e+01	 -1.1627e+01 
1.4347e+01	 -1.1204e+01	 1.4591e+01	 -1.1465e+01 
1.4406e+01	 -1.1087e+01	 1.4668e+01	 -1.1320e+01 
1.4466e+01	 -1.0971e+01	 1.4746e+01	 -1.1165e+01 
1.4525e+01	 -1.0855e+01	 1.4823e+01	 -1.1020e+01 
1.4584e+01	 -1.0740e+01	 1.4901e+01	 -1.0872e+01 
1.4644e+01	 -1.0625e+01	 1.4979e+01	 -1.0726e+01 
1.4703e+01	 -1.0512e+01	 1.5056e+01	 -1.0579e+01 
1.4763e+01	 -1.0401e+01	 1.5134e+01	 -1.0440e+01 
1.4822e+01	 -1.0290e+01	 1.5211e+01	 -1.0305e+01 
1.4881e+01	 -1.0182e+01	 1.5289e+01	 -1.0166e+01 
1.4941e+01	 -1.0075e+01	 1.5366e+01	 -1.0035e+01 
1.5000e+01	 -9.9711e+00	 1.5444e+01	 -9.9029e+00 
1.5060e+01	 -9.8698e+00	 1.5522e+01	 -9.7746e+00 
1.5119e+01	 -9.7717e+00	 1.5599e+01	 -9.6471e+00 
1.5178e+01	 -9.6775e+00	 1.5677e+01	 -9.5229e+00 
1.5238e+01	 -9.5879e+00	 1.5754e+01	 -9.3978e+00 
1.5297e+01	 -9.5036e+00	 1.5832e+01	 -9.2836e+00 
1.5356e+01	 -9.4258e+00	 1.5910e+01	 -9.1680e+00 
1.5416e+01	 -9.3557e+00	 1.5987e+01	 -9.0509e+00 
1.5475e+01	 -9.2947e+00	 1.6065e+01	 -8.9426e+00 
1.5535e+01	 -9.2446e+00	 1.6142e+01	 -8.8357e+00 
1.5594e+01	 -9.2076e+00	 1.6220e+01	 -8.7392e+00 
1.5653e+01	 -9.1862e+00	 1.6298e+01	 -8.6451e+00 
1.5713e+01	 -9.1835e+00	 1.6375e+01	 -8.5589e+00 
1.5772e+01	 -9.2030e+00	 1.6453e+01	 -8.4803e+00 
1.5832e+01	 -9.2489e+00	 1.6530e+01	 -8.4106e+00 
1.5891e+01	 -9.3260e+00	 1.6608e+01	 -8.3513e+00 
1.5950e+01	 -9.4398e+00	 1.6686e+01	 -8.3062e+00 
1.6010e+01	 -9.5965e+00	 1.6763e+01	 -8.2783e+00 
1.6069e+01	 -9.8031e+00	 1.6841e+01	 -8.2681e+00 
1.6128e+01	 -1.0067e+01	 1.6918e+01	 -8.2837e+00 
1.6188e+01	 -1.0398e+01	 1.6996e+01	 -8.3277e+00 
1.6247e+01	 -1.0806e+01	 1.7074e+01	 -8.4094e+00 
1.6307e+01	 -1.1301e+01	 1.7151e+01	 -8.5316e+00 
1.6366e+01	 -1.1898e+01	 1.7229e+01	 -8.7056e+00 
1.6425e+01	 -1.2612e+01	 1.7306e+01	 -8.9620e+00 
1.6485e+01	 -1.3460e+01	 1.7384e+01	 -9.2699e+00 
1.6544e+01	 -1.4462e+01	 1.7462e+01	 -9.6726e+00 
1.6603e+01	 -1.5642e+01	 1.7539e+01	 -1.0222e+01 
1.6663e+01	 -1.7025e+01	 1.7617e+01	 -1.0901e+01 
1.6722e+01	 -1.8643e+01	 1.7694e+01	 -1.1669e+01 
1.6782e+01	 -2.0530e+01	 1.7772e+01	 -1.2699e+01 
1.6841e+01	 -2.2727e+01	 1.7850e+01	 -1.4101e+01 
1.6900e+01	 -2.5280e+01	 1.7927e+01	 -1.5423e+01 
1.6960e+01	 -2.8243e+01	 1.8005e+01	 -1.7077e+01 
1.7019e+01	 -3.1677e+01	 1.8082e+01	 -2.0169e+01 
1.7079e+01	 -3.5652e+01	 1.8160e+01	 -2.2467e+01 
1.7138e+01	 -4.0249e+01	 1.8238e+01	 -2.5244e+01 
1.7197e+01	 -4.5563e+01	 1.8315e+01	 -2.9420e+01 
1.7257e+01	 -5.1700e+01	 1.8393e+01	 -3.5366e+01 
1.7316e+01	 -5.8782e+01	 1.8470e+01	 -4.0167e+01 
1.7375e+01	 -6.6953e+01	 1.8548e+01	 -4.5906e+01 
1.7435e+01	 -7.6374e+01	 1.8625e+01	 -5.8447e+01 
1.7494e+01	 -8.7234e+01	 1.8703e+01	 -6.6791e+01 
1.7554e+01	 -9.9747e+01	 1.8781e+01	 -7.6524e+01 
1.7613e+01	 -1.1416e+02	 1.8858e+01	 -9.9389e+01 
1.7672e+01	 -1.3076e+02	 1.8936e+01	 -1.1396e+02 
1.7732e+01	 -1.4988e+02	 1.9013e+01	 -1.2000e+02 
1.7791e+01	 -1.7188e+02	 1.9091e+01	 -1.2000e+02 
