1.000000e-17 4.634664e-06 1.000000e-16 5.287846e-06
1.046833e-17 4.705906e-06 1.043669e-16 5.363723e-06
1.095858e-17 4.778244e-06 1.089244e-16 5.440689e-06
1.147180e-17 4.851694e-06 1.136810e-16 5.518759e-06
1.200906e-17 4.926273e-06 1.186453e-16 5.597950e-06
1.257147e-17 5.001998e-06 1.238264e-16 5.678277e-06
1.316022e-17 5.078887e-06 1.292337e-16 5.759756e-06
1.377655e-17 5.156958e-06 1.348772e-16 5.842405e-06
1.442174e-17 5.236230e-06 1.407671e-16 5.926239e-06
1.509715e-17 5.316720e-06 1.469142e-16 6.011277e-06
1.580418e-17 5.398447e-06 1.533297e-16 6.097534e-06
1.654433e-17 5.481430e-06 1.600254e-16 6.185030e-06
1.731915e-17 5.565689e-06 1.670135e-16 6.273781e-06
1.813025e-17 5.651243e-06 1.743067e-16 6.363805e-06
1.897933e-17 5.738113e-06 1.819185e-16 6.455122e-06
1.986818e-17 5.826318e-06 1.898626e-16 6.547748e-06
2.079866e-17 5.915878e-06 1.981537e-16 6.641704e-06
2.177271e-17 6.006815e-06 2.068068e-16 6.737008e-06
2.279239e-17 6.099151e-06 2.158377e-16 6.833680e-06
2.385981e-17 6.192905e-06 2.252631e-16 6.931738e-06
2.497723e-17 6.288101e-06 2.351000e-16 7.031204e-06
2.614697e-17 6.384760e-06 2.453665e-16 7.132097e-06
2.737150e-17 6.482905e-06 2.560813e-16 7.234438e-06
2.865338e-17 6.582558e-06 2.672640e-16 7.338247e-06
2.999529e-17 6.683744e-06 2.789351e-16 7.443546e-06
3.140004e-17 6.786485e-06 2.911158e-16 7.550356e-06
3.287059e-17 6.890805e-06 3.038284e-16 7.658698e-06
3.441000e-17 6.996728e-06 3.170962e-16 7.768595e-06
3.602151e-17 7.104280e-06 3.309434e-16 7.880070e-06
3.770848e-17 7.213486e-06 3.453952e-16 7.993143e-06
3.947447e-17 7.324369e-06 3.604781e-16 8.107839e-06
4.132316e-17 7.436958e-06 3.762197e-16 8.224181e-06
4.325843e-17 7.551277e-06 3.926487e-16 8.342193e-06
4.528433e-17 7.667353e-06 4.097951e-16 8.461898e-06
4.740511e-17 7.785214e-06 4.276903e-16 8.583320e-06
4.962521e-17 7.904887e-06 4.463670e-16 8.706485e-06
5.194928e-17 8.026399e-06 4.658592e-16 8.831417e-06
5.438220e-17 8.149778e-06 4.862027e-16 8.958142e-06
5.692905e-17 8.275055e-06 5.074345e-16 9.086685e-06
5.959519e-17 8.402257e-06 5.295934e-16 9.217073e-06
6.238618e-17 8.531415e-06 5.527201e-16 9.349332e-06
6.530788e-17 8.662558e-06 5.768566e-16 9.483488e-06
6.836642e-17 8.795717e-06 6.020471e-16 9.619570e-06
7.156819e-17 8.930922e-06 6.283377e-16 9.757604e-06
7.491991e-17 9.068206e-06 6.557763e-16 9.897619e-06
7.842860e-17 9.207601e-06 6.844132e-16 1.003964e-05
8.210160e-17 9.349138e-06 7.143006e-16 1.018371e-05
8.594663e-17 9.492851e-06 7.454931e-16 1.032983e-05
8.997173e-17 9.638773e-06 7.780478e-16 1.047806e-05
9.418533e-17 9.786938e-06 8.120241e-16 1.062841e-05
9.859627e-17 9.937381e-06 8.474841e-16 1.078092e-05
1.032138e-16 1.009014e-05 8.844925e-16 1.093562e-05
1.080475e-16 1.024524e-05 9.231171e-16 1.109254e-05
1.131077e-16 1.040273e-05 9.634284e-16 1.125171e-05
1.184048e-16 1.056264e-05 1.005500e-15 1.141317e-05
1.239500e-16 1.072500e-05 1.049409e-15 1.157694e-05
1.297549e-16 1.088986e-05 1.095235e-15 1.174306e-05
1.358316e-16 1.105726e-05 1.143062e-15 1.191156e-05
1.421930e-16 1.122723e-05 1.192978e-15 1.208249e-05
1.488522e-16 1.139981e-05 1.245074e-15 1.225586e-05
1.558234e-16 1.157505e-05 1.299445e-15 1.243173e-05
1.631210e-16 1.175298e-05 1.356190e-15 1.261011e-05
1.707603e-16 1.193364e-05 1.415413e-15 1.279106e-05
1.787575e-16 1.211709e-05 1.477222e-15 1.297460e-05
1.871291e-16 1.230335e-05 1.541730e-15 1.316078e-05
1.958929e-16 1.249247e-05 1.609055e-15 1.334963e-05
2.050670e-16 1.268450e-05 1.679321e-15 1.354119e-05
2.146708e-16 1.287949e-05 1.752654e-15 1.373549e-05
2.247244e-16 1.307747e-05 1.829190e-15 1.393259e-05
2.352488e-16 1.327849e-05 1.909069e-15 1.413251e-05
