# Optical depths for the paper "Extragalactic Background Light Inferred from AEGIS Galaxy SED-type Fractions", A. Dominguez et al., 2010
# Computed by A. Dominguez
# Distance: z(source) = [ 0.01, 0.02526316, 0.04052632, 0.05578947, 0.07105263, 0.08631579, 0.10157895, 0.11684211, 0.13210526,  0.14736842,    0.16263158, 0.17789474,  0.19315789,  0.20842105,  0.22368421,        0.23894737, 0.25421053,  0.26947368,  0.28473684, 0.3 ,  0.35,  0.4 , 0.45,  0.5 ,  0.55,  0.6 ,  0.65,  0.7 ,  0.75,  0.8 ,  0.85,  0.9 ,   0.95,  1.,1.2,1.4,1.6,1.8,2.]
# EBL model file: ebl_dominguez10.out
# h=0.7
# E [TeV]	tau
# 0  0.01  0.02526316  0.04052632  0.05578947  0.07105263  0.08631579  0.10157895  0.11684211  0.13210526   0.14736842     0.16263158  0.17789474   0.19315789   0.20842105   0.22368421         0.23894737  0.25421053   0.26947368   0.28473684  0.3    0.35   0.4   0.45   0.5    0.55   0.6    0.65   0.7    0.75   0.8    0.85   0.9     0.95   1. 1.2 1.4 1.6 1.8 2.
2.999999999999999889e-02 7.880399999999999970e-06 2.085319999999999882e-05 3.399750000000000103e-05 5.102649999999999672e-05 7.321530000000000355e-05 9.774980000000000387e-05 1.215309999999999991e-04 1.526449999999999997e-04 1.923539999999999950e-04 2.367869999999999947e-04 2.859410000000000055e-04 3.424589999999999817e-04 4.078460000000000115e-04 4.818989999999999884e-04 5.761330000000000487e-04 6.589960000000000175e-04 7.741529999999999722e-04 9.016939999999999764e-04 1.048620000000000108e-03 1.202369999999999915e-03 1.836380000000000087e-03 2.709469999999999847e-03 3.849550000000000194e-03 5.314140000000000183e-03 7.074979999999999811e-03 9.292260000000000103e-03 1.189519999999999987e-02 1.499379999999999984e-02 1.840839999999999838e-02 2.208579999999999918e-02 2.702339999999999950e-02 3.155340000000000228e-02 3.594069999999999904e-02 4.226710000000000189e-02 6.407849999999999657e-02 9.036800000000000388e-02 1.153969999999999996e-01 1.402519999999999878e-01 1.640340000000000131e-01
3.454190000000000038e-02 2.453849999999999893e-05 6.349509999999999453e-05 1.091280000000000028e-04 1.667960000000000070e-04 2.312699999999999999e-04 2.990409999999999987e-04 3.757939999999999870e-04 4.695699999999999917e-04 5.722060000000000167e-04 6.818689999999999864e-04 8.112010000000000011e-04 9.583970000000000466e-04 1.126110000000000045e-03 1.312550000000000001e-03 1.501539999999999993e-03 1.737980000000000080e-03 1.987080000000000009e-03 2.281280000000000113e-03 2.576059999999999808e-03 2.918759999999999844e-03 4.320329999999999830e-03 6.039420000000000205e-03 8.156870000000000093e-03 1.079510000000000018e-02 1.403940000000000049e-02 1.776259999999999992e-02 2.220909999999999898e-02 2.692469999999999933e-02 3.217470000000000052e-02 3.864580000000000098e-02 4.551020000000000065e-02 5.107640000000000097e-02 5.978100000000000080e-02 6.717489999999999573e-02 9.927450000000000163e-02 1.335530000000000050e-01 1.667379999999999973e-01 1.984899999999999998e-01 2.299489999999999867e-01
3.977130000000000248e-02 5.826179999999999841e-05 1.563500000000000057e-04 2.771979999999999843e-04 4.129219999999999744e-04 5.570440000000000287e-04 7.192519999999999773e-04 9.075339999999999883e-04 1.114769999999999954e-03 1.333439999999999973e-03 1.575769999999999992e-03 1.863920000000000030e-03 2.177899999999999975e-03 2.512540000000000173e-03 2.890970000000000085e-03 3.301179999999999913e-03 3.761640000000000122e-03 4.254149999999999945e-03 4.802009999999999786e-03 5.395210000000000110e-03 6.043180000000000426e-03 8.421889999999999585e-03 1.148869999999999926e-02 1.519870000000000075e-02 1.957060000000000050e-02 2.465459999999999874e-02 3.049860000000000071e-02 3.690199999999999730e-02 4.389470000000000177e-02 5.222630000000000328e-02 6.122070000000000289e-02 6.979839999999999656e-02 7.953899999999999859e-02 9.037539999999999463e-02 9.901959999999999928e-02 1.436040000000000094e-01 1.864260000000000084e-01 2.314680000000000071e-01 2.730130000000000057e-01 3.106720000000000037e-01
4.579249999999999987e-02 1.232530000000000073e-04 3.424249999999999885e-04 5.875229999999999515e-04 8.527030000000000113e-04 1.144169999999999909e-03 1.481019999999999993e-03 1.844750000000000036e-03 2.237190000000000012e-03 2.661950000000000167e-03 3.145440000000000215e-03 3.677829999999999988e-03 4.241589999999999944e-03 4.854309999999999702e-03 5.513559999999999815e-03 6.288900000000000046e-03 7.068299999999999583e-03 7.934470000000000758e-03 8.860160000000000605e-03 9.855130000000000140e-03 1.093120000000000029e-02 1.503160000000000086e-02 1.982659999999999978e-02 2.545959999999999890e-02 3.197239999999999804e-02 3.939109999999999834e-02 4.774199999999999972e-02 5.676139999999999658e-02 6.737659999999999483e-02 7.851959999999999495e-02 9.025579999999999714e-02 1.014970000000000039e-01 1.160439999999999944e-01 1.283499999999999919e-01 1.414719999999999867e-01 1.987190000000000067e-01 2.550680000000000169e-01 3.129299999999999859e-01 3.678669999999999995e-01 4.173209999999999975e-01
5.272530000000000272e-02 2.438680000000000036e-04 6.469270000000000489e-04 1.083900000000000054e-03 1.558829999999999981e-03 2.102750000000000018e-03 2.695840000000000129e-03 3.326490000000000089e-03 3.996360000000000016e-03 4.753209999999999900e-03 5.582740000000000098e-03 6.457309999999999960e-03 7.395790000000000176e-03 8.415610000000000451e-03 9.548519999999999577e-03 1.073050000000000045e-02 1.199229999999999914e-02 1.335569999999999986e-02 1.479600000000000012e-02 1.637829999999999842e-02 1.803050000000000139e-02 2.390319999999999945e-02 3.105509999999999868e-02 3.926960000000000173e-02 4.862199999999999855e-02 5.898219999999999852e-02 7.044870000000000299e-02 8.325799999999999867e-02 9.716059999999999974e-02 1.116639999999999994e-01 1.258809999999999929e-01 1.433339999999999892e-01 1.606360000000000010e-01 1.751790000000000014e-01 1.958360000000000101e-01 2.658280000000000087e-01 3.434369999999999923e-01 4.165189999999999726e-01 4.892589999999999995e-01 5.595099999999999518e-01
6.070770000000000333e-02 4.116020000000000074e-04 1.079459999999999968e-03 1.797610000000000050e-03 2.607679999999999807e-03 3.496490000000000101e-03 4.441480000000000254e-03 5.446359999999999917e-03 6.547930000000000417e-03 7.752959999999999713e-03 9.038529999999999481e-03 1.037650000000000031e-02 1.182979999999999969e-02 1.342770000000000075e-02 1.513349999999999938e-02 1.689809999999999923e-02 1.877229999999999871e-02 2.077149999999999830e-02 2.294440000000000021e-02 2.517269999999999924e-02 2.753190000000000151e-02 3.624519999999999825e-02 4.613769999999999677e-02 5.738710000000000339e-02 6.999900000000000566e-02 8.399249999999999772e-02 9.936960000000000237e-02 1.163099999999999967e-01 1.340959999999999930e-01 1.524119999999999919e-01 1.726409999999999889e-01 1.952949999999999964e-01 2.149459999999999982e-01 2.383270000000000111e-01 2.622650000000000259e-01 3.553169999999999940e-01 4.564699999999999869e-01 5.523569999999999869e-01 6.512609999999999788e-01 7.465899999999999759e-01
6.989860000000000517e-02 6.397729999999999476e-04 1.666500000000000013e-03 2.813560000000000106e-03 4.064169999999999762e-03 5.397429999999999936e-03 6.807360000000000147e-03 8.338919999999999666e-03 1.001359999999999924e-02 1.177910000000000068e-02 1.365150000000000044e-02 1.561779999999999939e-02 1.779870000000000063e-02 2.007039999999999866e-02 2.240829999999999905e-02 2.497730000000000089e-02 2.762080000000000091e-02 3.050309999999999827e-02 3.343109999999999832e-02 3.653300000000000297e-02 3.982970000000000260e-02 5.153569999999999679e-02 6.490089999999999748e-02 8.008350000000000191e-02 9.699040000000000439e-02 1.156179999999999986e-01 1.358229999999999993e-01 1.578100000000000058e-01 1.804300000000000070e-01 2.053089999999999915e-01 2.327909999999999979e-01 2.601589999999999736e-01 2.859990000000000032e-01 3.195359999999999867e-01 3.463910000000000045e-01 4.749419999999999753e-01 6.040919999999999623e-01 7.374829999999999997e-01 8.667920000000000069e-01 9.912630000000000052e-01
8.048089999999999411e-02 9.324000000000000040e-04 2.483229999999999899e-03 4.174289999999999771e-03 5.977009999999999615e-03 7.874310000000000684e-03 9.934969999999999565e-03 1.216809999999999940e-02 1.451940000000000001e-02 1.697620000000000032e-02 1.963689999999999880e-02 2.244760000000000158e-02 2.545280000000000112e-02 2.856720000000000093e-02 3.188690000000000274e-02 3.532420000000000004e-02 3.906579999999999775e-02 4.286489999999999745e-02 4.689179999999999737e-02 5.110379999999999784e-02 5.549919999999999853e-02 7.133950000000000014e-02 8.931840000000000612e-02 1.093599999999999989e-01 1.315459999999999963e-01 1.560809999999999975e-01 1.825900000000000023e-01 2.107660000000000089e-01 2.418150000000000022e-01 2.756779999999999786e-01 3.112429999999999919e-01 3.426620000000000221e-01 3.850950000000000206e-01 4.236420000000000186e-01 4.568829999999999836e-01 6.312179999999999458e-01 7.981019999999999781e-01 9.800109999999999655e-01 1.150670000000000082e+00 1.304240000000000066e+00
9.266530000000000600e-02 1.360139999999999917e-03 3.581070000000000000e-03 5.946370000000000301e-03 8.431330000000000768e-03 1.112209999999999935e-02 1.401729999999999990e-02 1.707710000000000131e-02 2.027019999999999864e-02 2.369129999999999847e-02 2.736119999999999872e-02 3.121660000000000060e-02 3.523579999999999768e-02 3.946220000000000283e-02 4.400420000000000026e-02 4.874799999999999967e-02 5.367100000000000343e-02 5.876089999999999786e-02 6.417509999999999881e-02 6.982199999999999518e-02 7.577839999999999576e-02 9.693770000000000164e-02 1.207069999999999949e-01 1.472420000000000118e-01 1.770950000000000024e-01 2.094679999999999875e-01 2.451039999999999885e-01 2.831659999999999733e-01 3.255299999999999860e-01 3.692799999999999971e-01 4.125340000000000118e-01 4.607979999999999854e-01 5.148620000000000418e-01 5.580039999999999445e-01 6.179829999999999490e-01 8.346500000000000030e-01 1.066589999999999927e+00 1.296699999999999964e+00 1.519679999999999920e+00 1.725870000000000015e+00
1.066939999999999972e-01 1.907690000000000080e-03 4.969109999999999673e-03 8.180289999999999784e-03 1.163879999999999949e-02 1.538169999999999989e-02 1.932769999999999974e-02 2.342309999999999878e-02 2.785299999999999929e-02 3.256839999999999735e-02 3.754009999999999986e-02 4.273699999999999721e-02 4.820259999999999823e-02 5.400930000000000314e-02 6.005159999999999665e-02 6.653320000000000067e-02 7.306790000000000507e-02 8.011540000000000328e-02 8.747729999999999395e-02 9.524409999999999821e-02 1.031490000000000046e-01 1.313989999999999880e-01 1.635959999999999914e-01 1.997210000000000096e-01 2.395940000000000014e-01 2.828669999999999796e-01 3.308249999999999802e-01 3.823690000000000144e-01 4.372309999999999808e-01 4.933830000000000160e-01 5.514649999999999830e-01 6.200830000000000508e-01 6.830939999999999790e-01 7.461339999999999639e-01 8.232730000000000325e-01 1.099480000000000013e+00 1.409310000000000063e+00 1.697910000000000030e+00 1.984539999999999971e+00 2.254799999999999915e+00
