1.000000e-03  1.000000e-100
1.122018e-03  1.000000e-100
1.258925e-03  1.000000e-100
1.412538e-03  1.000000e-100
1.584893e-03  1.000000e-100
1.778279e-03  1.000000e-100
1.995262e-03  1.000000e-100
2.238721e-03  1.000000e-100
2.511886e-03  1.000000e-100
2.818383e-03  1.000000e-100
3.162278e-03  1.000000e-100
3.548134e-03  1.000000e-100
3.981072e-03  1.000000e-100
4.466836e-03  1.000000e-100
5.011872e-03  1.000000e-100
5.623413e-03  1.000000e-100
6.309573e-03  1.000000e-100
7.079458e-03  1.000000e-100
7.943282e-03  1.662788e-57
8.912509e-03  2.480685e-56
1.000000e-02  1.779229e-08
1.122018e-02  6.724794e-06
1.258925e-02  8.704225e-05
1.412538e-02  4.745683e-04
1.584893e-02  1.538708e-03
1.778279e-02  3.799738e-03
1.995262e-02  7.908583e-03
2.238721e-02  1.470601e-02
2.511886e-02  2.510809e-02
2.818383e-02  4.001524e-02
3.162278e-02  6.040025e-02
3.548134e-02  8.734533e-02
3.981072e-02  1.222831e-01
4.466836e-02  1.668629e-01
5.011872e-02  2.234084e-01
5.623413e-02  2.943020e-01
6.309573e-02  3.835751e-01
7.079458e-02  4.950102e-01
7.943282e-02  6.339188e-01
8.912509e-02  8.060463e-01
1.000000e-01  1.017944e+00
1.122018e-01  1.277103e+00
1.258925e-01  1.591651e+00
1.412538e-01  1.968610e+00
1.584893e-01  2.414993e+00
1.778279e-01  2.935942e+00
1.995262e-01  3.533813e+00
2.238721e-01  4.209351e+00
2.511886e-01  4.957703e+00
2.818383e-01  5.773399e+00
3.162278e-01  6.645280e+00
3.548134e-01  7.560690e+00
3.981072e-01  8.504924e+00
4.466836e-01  9.460891e+00
5.011872e-01  1.041282e+01
5.623413e-01  1.134695e+01
6.309573e-01  1.225537e+01
7.079458e-01  1.313412e+01
7.943282e-01  1.399067e+01
8.912509e-01  1.483977e+01
1.000000e-00  1.570190e+01
1.122018e+00  1.660879e+01
1.258925e+00  1.759578e+01
1.412538e+00  1.870028e+01
1.584893e+00  1.995431e+01
1.778279e+00  2.138549e+01
1.995262e+00  2.300909e+01
2.238721e+00  2.484036e+01
2.511886e+00  2.686035e+01
2.818383e+00  2.905735e+01
3.162278e+00  3.139980e+01
3.548134e+00  3.385288e+01
3.981072e+00  3.637506e+01
4.466836e+00  3.895421e+01
5.011872e+00  4.159002e+01
5.623413e+00  4.434591e+01
6.309573e+00  4.737896e+01
7.079458e+00  5.096930e+01
7.943282e+00  5.558308e+01
8.912509e+00  6.187647e+01
1.000000e+01  7.068001e+01
1.122018e+01  8.306451e+01
1.258925e+01  1.002161e+02
1.412538e+01  1.232929e+02
1.584893e+01  1.535051e+02
1.778279e+01  1.918735e+02
1.995262e+01  2.386617e+02
2.238721e+01  2.952013e+02
2.511886e+01  3.602740e+02
2.818383e+01  4.345029e+02
3.162278e+01  5.158483e+02
3.548134e+01  6.038807e+02
3.981072e+01  6.958929e+02
4.466836e+01  7.907626e+02
5.011872e+01  8.857043e+02
5.623413e+01  9.788663e+02
6.309573e+01  1.068083e+03
7.079458e+01  1.151538e+03
7.943282e+01  1.227469e+03
