1.000000e-03  1.000000e-100
1.122018e-03  1.000000e-100
1.258925e-03  1.000000e-100
1.412538e-03  1.000000e-100
1.584893e-03  1.000000e-100
1.778279e-03  1.000000e-100
1.995262e-03  1.000000e-100
2.238721e-03  1.000000e-100
2.511886e-03  1.000000e-100
2.818383e-03  1.000000e-100
3.162278e-03  1.000000e-100
3.548134e-03  1.000000e-100
3.981072e-03  1.000000e-100
4.466836e-03  1.000000e-100
5.011872e-03  1.000000e-100
5.623413e-03  1.000000e-100
6.309573e-03  1.000000e-100
7.079458e-03  1.000000e-100
7.943282e-03  3.067723e-57
8.912509e-03  3.580621e-56
1.000000e-02  1.061059e-07
1.122018e-02  1.160617e-05
1.258925e-02  1.276191e-04
1.412538e-02  6.231984e-04
1.584893e-02  1.903939e-03
1.778279e-02  4.542384e-03
1.995262e-02  9.240439e-03
2.238721e-02  1.690309e-02
2.511886e-02  2.848952e-02
2.818383e-02  4.495349e-02
3.162278e-02  6.725339e-02
3.548134e-02  9.669344e-02
3.981072e-02  1.346071e-01
4.466836e-02  1.828561e-01
5.011872e-02  2.439530e-01
5.623413e-02  3.205309e-01
6.309573e-02  4.164579e-01
7.079458e-02  5.362744e-01
7.943282e-02  6.853971e-01
8.912509e-02  8.695651e-01
1.000000e-01  1.096238e+00
1.122018e-01  1.372614e+00
1.258925e-01  1.707042e+00
1.412538e-01  2.107312e+00
1.584893e-01  2.578951e+00
1.778279e-01  3.128584e+00
1.995262e-01  3.758031e+00
2.238721e-01  4.465698e+00
2.511886e-01  5.249272e+00
2.818383e-01  6.100972e+00
3.162278e-01  7.008394e+00
3.548134e-01  7.959439e+00
3.981072e-01  8.935998e+00
4.466836e-01  9.923412e+00
5.011872e-01  1.090481e+01
5.623413e-01  1.186616e+01
6.309573e-01  1.280167e+01
7.079458e-01  1.370813e+01
7.943282e-01  1.459292e+01
8.912509e-01  1.547418e+01
1.000000e-00  1.637747e+01
1.122018e+00  1.733188e+01
1.258925e+00  1.837692e+01
1.412538e+00  1.954813e+01
1.584893e+00  2.088178e+01
1.778279e+00  2.240402e+01
1.995262e+00  2.412965e+01
2.238721e+00  2.606269e+01
2.511886e+00  2.819517e+01
2.818383e+00  3.050577e+01
3.162278e+00  3.295770e+01
3.548134e+00  3.552247e+01
3.981072e+00  3.814945e+01
4.466836e+00  4.083160e+01
5.011872e+00  4.358041e+01
5.623413e+00  4.647839e+01
6.309573e+00  4.970142e+01
7.079458e+00  5.357728e+01
7.943282e+00  5.861093e+01
8.912509e+00  6.551995e+01
1.000000e+01  7.522594e+01
1.122018e+01  8.882661e+01
1.258925e+01  1.076023e+02
1.412538e+01  1.326697e+02
1.584893e+01  1.655040e+02
1.778279e+01  2.066004e+02
1.995262e+01  2.570775e+02
2.238721e+01  3.169222e+02
2.511886e+01  3.862865e+02
2.818383e+01  4.643495e+02
3.162278e+01  5.500704e+02
3.548134e+01  6.419747e+02
3.981072e+01  7.383033e+02
4.466836e+01  8.364322e+02
5.011872e+01  9.349152e+02
5.623413e+01  1.030747e+03
6.309573e+01  1.122635e+03
7.079458e+01  1.207882e+03
7.943282e+01  1.285413e+03
