1.000000e-03  1.000000e-100
1.122018e-03  1.000000e-100
1.258925e-03  1.000000e-100
1.412538e-03  1.000000e-100
1.584893e-03  1.000000e-100
1.778279e-03  1.000000e-100
1.995262e-03  1.000000e-100
2.238721e-03  1.000000e-100
2.511886e-03  1.000000e-100
2.818383e-03  1.000000e-100
3.162278e-03  1.257260e-57
3.548134e-03  1.726707e-56
3.981072e-03  5.052061e-08
4.466836e-03  9.123493e-06
5.011872e-03  1.119446e-04
5.623413e-03  5.885757e-04
6.309573e-03  1.923111e-03
7.079458e-03  4.812435e-03
7.943282e-03  1.018299e-02
8.912509e-03  1.926313e-02
1.000000e-02  3.342784e-02
1.122018e-02  5.418915e-02
1.258925e-02  8.316811e-02
1.412538e-02  1.221377e-01
1.584893e-02  1.731885e-01
1.778279e-02  2.384109e-01
1.995262e-02  3.202006e-01
2.238721e-02  4.221924e-01
2.511886e-02  5.472713e-01
2.818383e-02  6.991483e-01
3.162278e-02  8.830334e-01
3.548134e-02  1.103554e+00
3.981072e-02  1.368059e+00
4.466836e-02  1.684773e+00
5.011872e-02  2.060848e+00
5.623413e-02  2.508983e+00
6.309573e-02  3.037594e+00
7.079458e-02  3.657347e+00
7.943282e-02  4.380042e+00
8.912509e-02  5.216186e+00
1.000000e-01  6.167876e+00
1.122018e-01  7.243451e+00
1.258925e-01  8.440573e+00
1.412538e-01  9.761213e+00
1.584893e-01  1.119297e+01
1.778279e-01  1.272132e+01
1.995262e-01  1.434017e+01
2.238721e-01  1.602848e+01
2.511886e-01  1.777204e+01
2.818383e-01  1.955631e+01
3.162278e-01  2.138226e+01
3.548134e-01  2.324171e+01
3.981072e-01  2.515576e+01
4.466836e-01  2.714146e+01
5.011872e-01  2.923210e+01
5.623413e-01  3.147251e+01
6.309573e-01  3.389771e+01
7.079458e-01  3.655997e+01
7.943282e-01  3.949336e+01
8.912509e-01  4.273038e+01
1.000000e-00  4.629461e+01
1.122018e+00  5.019148e+01
1.258925e+00  5.441458e+01
1.412538e+00  5.895533e+01
1.584893e+00  6.376425e+01
1.778279e+00  6.882983e+01
1.995262e+00  7.413825e+01
2.238721e+00  7.972687e+01
2.511886e+00  8.574937e+01
2.818383e+00  9.244615e+01
3.162278e+00  1.002874e+02
3.548134e+00  1.099658e+02
3.981072e+00  1.224031e+02
4.466836e+00  1.390320e+02
5.011872e+00  1.612347e+02
5.623413e+00  1.908391e+02
6.309573e+00  2.296858e+02
7.079458e+00  2.796584e+02
7.943282e+00  3.424905e+02
8.912509e+00  4.199899e+02
1.000000e+01  5.126289e+02
1.122018e+01  6.215470e+02
1.258925e+01  7.468474e+02
1.412538e+01  8.874437e+02
1.584893e+01  1.042360e+03
1.778279e+01  1.210091e+03
1.995262e+01  1.386731e+03
2.238721e+01  1.570251e+03
2.511886e+01  1.758115e+03
2.818383e+01  1.946226e+03
3.162278e+01  2.131536e+03
3.548134e+01  2.309960e+03
3.981072e+01  2.478168e+03
4.466836e+01  2.634767e+03
5.011872e+01  2.775576e+03
5.623413e+01  2.898345e+03
6.309573e+01  3.003250e+03
7.079458e+01  3.086810e+03
7.943282e+01  3.150743e+03
